StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
EST-1096,16,0,0,2,3.9,9,1,2,1,0,0,0,2.18,3
EST-1097,16,1,0,1,3.3,4,0,4,0,1,0,1,2.17,3
EST-1098,16,1,1,3,12.6,12,1,2,1,0,0,1,2.76,2
EST-1099,16,0,0,2,11.4,8,1,0,1,0,0,0,3.24,1
EST-1100,17,0,1,4,15.4,1,0,3,1,1,0,1,4.0,0
EST-1101,17,1,2,2,11.2,17,1,2,1,1,1,1,2.6,2
EST-1102,16,1,2,2,9.6,20,1,3,1,1,0,0,2.93,2
EST-1103,18,0,1,3,9.2,0,1,4,0,0,0,1,3.26,1
EST-1104,15,0,0,4,2.5,23,1,4,0,0,0,1,2.43,3
EST-1105,16,1,2,4,8.0,20,1,3,1,0,0,0,3.04,1
EST-1106,18,0,2,2,19.6,11,1,3,1,1,0,0,3.25,1
EST-1107,15,1,0,3,17.7,9,1,1,1,0,1,1,3.58,0
EST-1108,16,1,2,3,7.9,1,1,1,1,1,0,1,3.66,0
EST-1109,16,0,0,2,12.6,8,0,3,0,0,0,1,1.92,4
EST-1110,17,0,2,1,17.3,1,1,2,1,0,0,0,4.0,0
EST-1111,15,0,3,2,9.9,22,0,2,1,0,0,0,2.22,3
EST-1112,15,0,0,1,2.3,23,1,2,0,1,1,1,2.09,3
EST-1113,18,0,2,4,3.3,21,0,3,0,1,0,1,1.83,4
EST-1114,17,1,1,2,11.2,13,1,1,0,1,0,1,2.21,3
EST-1115,17,1,3,4,19.4,10,0,3,0,0,0,0,3.88,0
EST-1116,17,0,1,3,14.5,22,0,1,1,0,0,0,2.35,3
EST-1117,17,0,2,3,3.3,10,1,1,1,0,1,0,2.61,2
EST-1118,15,0,0,3,5.4,16,0,2,1,0,1,1,2.6,2
EST-1119,15,1,0,1,15.9,3,1,2,1,1,1,1,4.0,0
EST-1120,16,0,0,2,17.1,12,1,4,1,0,0,1,4.0,0
EST-1121,16,0,3,1,13.1,6,0,1,1,0,1,0,2.95,2
EST-1122,17,1,2,3,13.6,15,1,1,1,1,1,1,2.8,2
EST-1123,17,1,2,2,2.5,0,0,2,1,1,1,0,2.59,2
EST-1124,17,0,3,3,16.9,12,0,2,1,1,1,1,3.34,1
EST-1125,16,0,0,1,16.2,0,1,0,0,0,1,0,4.0,0
EST-1126,18,0,0,1,6.7,10,1,0,1,1,0,1,1.93,4
EST-1127,18,1,0,2,14.8,5,1,4,0,0,1,1,3.92,0
EST-1128,16,0,0,4,5.9,19,1,3,0,1,1,0,3.32,1
EST-1129,16,0,0,3,2.7,2,1,2,0,0,1,1,2.98,2
EST-1130,16,0,1,2,5.6,11,0,2,0,0,0,0,2.7,2
EST-1131,16,1,0,3,5.2,4,0,2,1,0,0,1,2.95,2
EST-1132,16,1,0,1,8.1,8,1,2,0,0,1,1,3.34,1
EST-1133,16,0,0,4,9.5,11,1,3,0,0,0,1,3.0,1
EST-1134,17,0,0,3,11.2,9,1,4,1,0,0,0,3.24,1
EST-1135,17,1,3,2,10.6,18,0,1,0,1,1,1,2.22,3
EST-1136,17,1,2,3,6.9,4,0,3,1,0,0,0,2.38,3
EST-1137,17,1,3,1,2.5,4,0,1,1,0,1,1,2.14,3
EST-1138,16,1,1,4,12.9,8,1,2,1,0,1,1,3.69,0
EST-1139,18,1,0,1,9.1,19,1,0,1,0,1,0,2.95,2
EST-1140,15,1,2,3,7.4,16,0,1,0,1,0,1,2.35,3
EST-1141,16,1,0,1,17.6,9,1,4,1,0,1,1,4.0,0
EST-1142,15,1,0,3,15.4,20,1,2,0,0,1,0,3.53,0
EST-1143,18,1,0,3,17.4,0,0,1,0,1,0,0,3.3,1
EST-1144,17,0,0,3,10.9,21,0,4,1,0,1,1,2.48,3
EST-1145,18,0,0,3,4.4,15,1,4,0,1,0,0,3.76,0
EST-1146,16,0,0,4,14.5,14,0,3,1,0,0,0,3.09,1
EST-1147,17,1,1,1,5.7,22,1,4,0,0,1,1,2.78,2
EST-1148,16,0,0,2,9.9,16,0,2,0,1,0,0,2.77,2
EST-1149,17,1,0,1,3.2,19,0,3,0,1,1,0,1.19,4
EST-1150,15,1,2,4,16.9,24,1,3,0,1,0,1,3.32,1
EST-1151,15,0,0,2,4.3,12,1,4,1,0,0,0,2.89,2
EST-1152,15,1,0,3,18.3,0,0,3,1,1,0,0,4.0,0
EST-1153,18,0,2,3,17.6,24,1,2,0,1,0,1,2.72,2
EST-1154,16,0,0,1,10.4,7,0,3,0,0,1,1,2.44,3
EST-1155,18,0,0,1,15.4,4,1,2,0,0,1,0,3.48,1
EST-1156,15,1,1,2,13.2,5,0,2,0,0,0,1,3.12,1
EST-1157,16,0,0,2,16.5,22,0,1,1,1,1,0,2.9,2
EST-1158,15,1,1,1,9.8,19,0,4,0,0,1,0,3.09,1
EST-1159,18,0,2,0,16.1,13,1,2,0,1,1,0,3.73,0
EST-1160,18,0,0,4,10.3,21,0,2,0,1,1,0,2.71,2
EST-1161,18,0,1,4,18.9,22,0,2,1,1,1,1,2.51,2
EST-1162,15,1,1,2,10.8,10,0,4,0,1,1,1,2.82,2
EST-1163,16,1,0,2,10.3,5,0,2,1,0,1,0,3.04,1
EST-1164,16,1,1,0,16.1,10,1,3,1,0,0,1,3.18,1
EST-1165,15,0,0,3,16.8,12,1,4,0,1,1,0,4.0,0
EST-1166,16,0,1,4,12.0,11,0,2,0,1,0,0,3.27,1
EST-1167,15,1,0,1,5.2,21,0,2,0,0,0,1,1.92,4
EST-1168,16,1,1,1,10.4,1,1,3,1,0,0,1,4.0,0
EST-1169,17,1,0,3,19.4,20,0,4,1,1,1,0,2.83,2
EST-1170,17,1,2,3,15.6,2,1,3,0,1,1,1,4.0,0
EST-1171,18,1,0,0,16.6,22,0,2,1,1,0,0,2.07,3
EST-1172,17,1,1,3,2.6,3,1,4,0,1,0,1,2.89,2
EST-1173,17,0,1,2,10.4,16,0,2,0,1,1,1,2.63,2
EST-1174,17,1,2,2,13.6,21,1,3,0,0,1,0,3.4,1
EST-1175,15,0,1,3,16.9,5,1,3,0,1,1,1,4.0,0
EST-1176,17,0,1,4,2.9,6,1,1,0,0,0,1,2.88,2
EST-1177,17,1,2,2,17.3,14,0,3,0,1,0,0,3.25,1
EST-1178,18,1,2,4,11.9,10,1,3,1,0,1,0,3.6,0
EST-1179,17,0,0,2,5.6,23,1,4,1,1,1,0,1.92,4
EST-1180,17,1,1,3,7.7,2,0,1,1,0,0,0,2.41,3
EST-1181,16,1,2,2,7.1,5,0,2,0,0,1,0,2.71,2
EST-1182,18,0,3,4,11.6,1,0,3,0,1,1,0,3.6,0
EST-1183,18,0,2,4,2.9,13,0,0,0,1,0,1,2.01,3
EST-1184,18,0,0,1,4.9,8,1,1,1,0,0,0,2.88,2
EST-1185,18,1,0,4,16.6,17,0,4,0,0,0,0,3.16,1
EST-1186,18,0,1,4,4.4,18,0,2,1,0,0,0,2.32,3
EST-1187,18,1,2,3,6.2,11,0,4,0,1,1,1,2.66,2
EST-1188,15,0,1,1,10.2,12,0,1,1,0,0,0,3.11,1
EST-1189,17,0,1,4,11.3,11,0,2,0,1,1,0,2.96,2
EST-1190,18,0,2,4,15.7,11,0,3,0,1,1,1,4.0,0
EST-1191,17,1,0,2,10.1,17,0,3,1,1,1,1,2.61,2
EST-1192,17,1,2,4,16.2,8,1,3,1,1,0,0,3.86,0
EST-1193,15,0,1,0,13.1,16,1,2,1,1,0,1,2.45,3
EST-1194,18,0,0,1,4.0,20,1,3,0,1,1,1,1.61,4
EST-1195,16,0,1,3,4.8,15,1,2,1,0,1,0,2.18,3
EST-1196,15,1,2,3,9.9,16,1,2,1,0,0,0,2.53,2
EST-1197,16,0,0,3,9.1,20,0,1,0,1,1,0,2.26,3
EST-1198,17,1,0,0,15.4,23,0,3,0,0,1,1,2.13,3
EST-1199,17,0,3,4,12.5,7,0,2,1,0,1,0,3.29,1
EST-1200,15,0,0,0,9.0,10,0,2,0,1,1,1,2.93,2
EST-1201,15,0,1,1,5.1,23,1,2,1,0,1,0,1.96,4
EST-1202,16,0,1,0,6.1,1,1,0,1,1,1,1,3.66,0
EST-1203,18,0,1,3,12.4,7,0,1,1,1,1,0,2.52,2
EST-1204,16,0,1,4,9.6,11,0,3,0,1,1,1,2.87,2
EST-1205,15,1,0,3,11.3,20,1,2,1,1,0,0,2.57,2
EST-1206,16,0,1,4,5.1,0,1,4,1,0,0,0,4.0,0
EST-1207,15,1,0,0,13.9,22,1,3,0,0,1,0,1.79,4
EST-1208,16,0,1,3,17.3,12,0,0,1,1,1,1,2.38,3
EST-1209,15,0,0,2,6.6,21,0,3,1,0,0,1,1.98,4
EST-1210,15,1,1,2,10.8,20,1,1,1,1,0,0,3.15,1
EST-1211,15,0,0,1,19.6,16,1,3,0,1,0,1,3.57,0
EST-1212,18,1,0,3,8.0,13,0,4,1,0,1,0,2.2,3
EST-1213,16,1,0,3,12.7,13,0,2,0,0,0,1,2.35,3
EST-1214,16,0,0,3,3.6,15,0,3,0,1,0,0,2.88,2
EST-1215,16,1,2,2,12.9,16,0,2,1,0,1,1,2.34,3
EST-1216,15,1,0,1,3.6,5,1,2,1,1,0,1,2.41,3
EST-1217,16,0,3,3,19.3,6,1,4,0,1,1,1,4.0,0
EST-1218,16,1,3,1,14.9,0,1,1,1,0,0,1,4.0,0
EST-1219,15,0,1,4,16.2,24,0,2,1,1,0,1,3.13,1
EST-1220,17,0,0,3,14.7,14,0,2,0,0,0,0,2.54,2
EST-1221,15,0,0,1,12.6,19,0,3,1,1,0,1,1.83,4
EST-1222,16,0,2,4,10.1,20,1,2,1,1,0,1,2.85,2
EST-1223,15,1,0,3,17.5,17,1,4,0,1,1,1,3.74,0
EST-1224,17,0,0,1,19.2,12,1,1,1,1,1,1,3.56,0
EST-1225,15,0,1,3,11.0,23,0,2,0,1,0,0,2.8,2
EST-1226,16,1,2,2,18.8,1,0,3,0,0,1,1,3.18,1
EST-1227,17,0,2,4,12.5,18,1,2,1,1,0,1,3.41,1
EST-1228,18,0,0,4,11.7,14,0,3,0,0,0,0,2.49,3
EST-1229,16,1,1,4,10.2,11,1,1,1,0,0,0,3.48,1
EST-1230,17,1,0,3,5.8,14,1,1,1,0,0,1,2.39,3
EST-1231,17,1,0,2,2.1,24,1,1,0,1,0,0,1.39,4
EST-1232,18,1,2,3,6.3,17,1,4,0,0,1,1,2.58,2
EST-1233,15,1,0,1,11.2,13,0,3,0,0,1,1,2.07,3
EST-1234,15,1,0,3,8.8,5,0,3,0,0,1,0,3.09,1
EST-1235,16,1,0,3,10.1,11,0,2,0,1,1,1,2.44,3
EST-1236,18,0,2,1,19.7,19,0,3,0,1,0,0,3.25,1
EST-1237,15,1,2,2,8.3,22,0,2,1,1,1,0,2.23,3
EST-1238,18,1,1,4,10.1,5,0,4,1,1,0,1,4.0,0
EST-1239,15,1,2,4,4.4,8,1,3,0,0,0,1,3.26,1
EST-1240,17,0,0,1,2.9,24,0,3,1,1,1,0,1.72,4
EST-1241,15,0,1,1,16.0,3,0,0,0,0,1,1,3.68,0
EST-1242,18,1,0,2,12.3,16,0,2,0,1,0,0,2.3,3
EST-1243,17,1,0,4,15.7,1,1,2,1,0,0,0,3.54,0
EST-1244,17,1,1,1,4.7,15,0,4,1,1,0,0,2.29,3
EST-1245,17,0,3,3,12.3,23,1,2,0,1,1,0,2.13,3
EST-1246,18,0,0,1,6.6,13,0,2,0,1,0,1,3.18,1
EST-1247,16,1,0,3,6.1,7,0,2,0,1,0,1,3.25,1
EST-1248,16,0,0,2,2.2,13,0,2,1,0,0,1,2.86,2
EST-1249,16,1,0,3,4.3,1,1,1,0,1,0,1,3.15,1
EST-1250,18,0,3,1,7.6,15,1,4,0,1,1,1,3.03,1
EST-1251,17,0,1,3,4.1,3,0,3,1,1,1,1,2.66,2
EST-1252,16,1,1,1,19.7,0,0,4,1,0,0,0,4.0,0
EST-1253,18,1,2,3,7.6,22,0,3,1,1,1,1,1.66,4
EST-1254,16,1,0,4,4.3,19,1,2,0,1,0,0,1.42,4
EST-1255,15,1,1,1,5.6,13,1,2,0,0,1,0,2.22,3
EST-1256,16,0,1,4,12.6,7,0,1,1,0,1,0,2.52,2
EST-1257,16,0,1,3,3.2,24,1,4,0,0,1,1,2.85,2
EST-1258,17,0,3,1,17.5,24,1,2,0,1,1,0,3.54,0
EST-1259,18,1,2,2,19.3,2,1,2,1,0,0,1,3.58,0
EST-1260,17,0,0,1,6.4,4,1,2,1,1,0,0,3.55,0
EST-1261,17,1,2,3,10.1,5,0,2,0,0,0,1,3.43,1
EST-1262,17,0,0,3,2.4,21,0,2,1,1,1,1,1.08,4
EST-1263,17,1,0,1,13.5,7,1,2,1,0,1,1,3.23,1
EST-1264,17,1,0,3,9.5,5,1,3,0,0,0,1,3.29,1
EST-1265,16,0,0,4,6.9,5,1,3,0,0,1,1,3.74,0
EST-1266,17,1,1,4,5.7,3,0,2,0,1,1,0,2.45,3
EST-1267,17,1,1,3,13.8,6,0,2,0,0,0,1,3.22,1
EST-1268,18,0,3,4,9.5,23,1,4,0,1,1,1,2.57,2
EST-1269,15,1,1,3,5.2,18,1,1,0,0,0,0,2.52,2
EST-1270,16,1,1,2,14.4,6,1,4,1,0,1,1,3.75,0
EST-1271,16,1,0,4,12.2,2,1,2,1,0,0,1,3.63,0
EST-1272,16,0,0,2,17.5,7,0,3,1,1,1,1,3.4,1
EST-1273,17,0,1,2,4.1,0,0,3,0,1,1,1,3.71,0
EST-1274,17,1,1,2,16.1,0,0,3,0,1,1,1,3.57,0
EST-1275,17,0,2,4,14.1,13,0,4,0,0,1,0,2.85,2
EST-1276,18,1,0,4,4.1,5,0,1,0,1,1,1,2.84,2
EST-1277,15,1,0,2,14.5,9,0,2,0,1,0,0,3.0,1
EST-1278,17,1,1,2,9.9,24,1,2,1,0,1,1,1.82,4
EST-1279,15,1,0,2,19.0,13,1,3,0,0,0,0,4.0,0
EST-1280,18,1,0,3,4.5,3,0,2,1,1,0,0,2.61,2
EST-1281,16,0,2,1,13.6,5,0,3,0,1,0,0,3.06,1
EST-1282,17,1,0,3,8.9,15,0,2,1,0,1,1,2.53,2
EST-1283,15,0,1,2,19.2,20,1,1,1,1,0,1,3.81,0
EST-1284,15,0,0,2,7.9,0,1,3,1,0,1,0,2.89,2
EST-1285,17,1,0,1,19.3,5,1,1,1,0,1,1,3.88,0
EST-1286,16,1,0,1,18.2,8,1,2,1,1,1,1,4.0,0
EST-1287,16,0,2,4,6.9,14,0,1,1,1,0,0,2.4,3
EST-1288,16,0,0,2,16.5,11,1,2,1,0,1,1,3.0,1
EST-1289,18,0,2,1,19.9,2,0,3,0,1,1,0,3.56,0
EST-1290,15,1,0,2,6.5,10,1,3,0,0,1,1,3.05,1
EST-1291,15,0,2,2,9.9,14,1,2,1,1,0,0,3.42,1
EST-1292,15,1,0,0,11.4,2,1,2,0,0,0,1,3.25,1
EST-1293,18,1,1,2,7.3,13,1,2,0,1,0,1,3.08,1
EST-1294,15,1,1,3,2.3,1,0,2,1,1,0,0,2.13,3
EST-1295,18,0,3,3,6.0,3,0,4,0,0,1,0,2.52,2
EST-1296,16,1,0,2,7.1,18,0,4,1,1,0,1,2.13,3
EST-1297,17,1,0,2,10.0,11,0,1,0,0,1,0,3.1,1
EST-1298,15,1,0,4,5.1,1,0,0,1,1,0,0,2.78,2
EST-1299,15,1,2,2,17.7,16,0,4,0,1,1,0,3.28,1
EST-1300,16,1,1,2,14.7,2,0,2,1,1,0,0,3.53,0
EST-1301,17,0,2,1,3.5,9,1,2,0,1,0,0,3.03,1
EST-1302,18,1,0,2,13.7,15,0,3,0,0,0,1,2.57,2
EST-1303,17,1,0,3,13.8,21,1,2,0,0,1,0,3.18,1
EST-1304,16,0,0,1,19.2,8,0,2,1,1,1,0,3.0,1
EST-1305,16,1,3,3,2.1,10,1,4,1,0,0,0,3.67,0
EST-1306,17,0,1,0,6.5,20,0,3,0,0,0,0,1.54,4
EST-1307,18,1,3,2,18.7,14,1,1,0,1,0,1,3.03,1
EST-1308,18,0,0,3,18.8,2,0,1,1,0,0,0,3.91,0
EST-1309,15,0,1,2,15.0,15,0,2,0,0,0,1,2.82,2
EST-1310,18,1,1,3,15.8,20,0,3,0,1,0,1,2.95,2
EST-1311,17,1,0,1,3.6,20,0,2,1,1,1,0,1.73,4
EST-1312,16,1,2,3,11.2,20,1,0,1,1,1,0,2.1,3
EST-1313,15,0,3,1,6.2,11,0,4,0,1,1,1,3.16,1
EST-1314,15,0,2,4,5.3,22,0,1,1,0,1,1,2.2,3
EST-1315,16,0,2,1,16.6,4,1,0,0,1,1,1,4.0,0
EST-1316,18,1,0,4,4.4,6,0,2,0,0,1,0,2.49,3
EST-1317,16,0,0,2,10.4,8,1,2,1,0,0,1,3.38,1
EST-1318,18,0,3,3,18.9,20,1,2,0,1,0,0,3.39,1
EST-1319,16,1,0,2,5.3,17,0,4,1,0,0,1,2.7,2
EST-1320,17,0,2,4,19.6,20,0,4,1,0,0,1,3.77,0
EST-1321,18,0,2,1,19.9,7,1,2,0,0,0,0,3.91,0
EST-1322,17,1,1,1,12.0,11,0,2,1,1,1,0,2.07,3
EST-1323,15,0,3,2,5.1,19,1,3,0,0,1,1,3.13,1
EST-1324,16,1,0,1,7.7,1,0,2,1,1,1,0,3.1,1
EST-1325,15,1,0,1,9.6,9,0,1,0,1,1,0,2.25,3
EST-1326,15,1,0,4,7.6,18,1,4,1,0,1,1,3.12,1
EST-1327,15,1,1,4,7.1,8,0,1,0,0,0,0,2.06,3
EST-1328,15,1,0,2,19.5,24,0,1,0,1,1,0,2.96,2
EST-1329,16,0,0,4,4.8,23,0,2,1,1,1,1,1.29,4
EST-1330,15,0,2,3,15.2,7,1,2,0,1,1,1,3.62,0
EST-1331,16,1,3,2,2.0,23,0,0,0,1,0,0,1.34,4
EST-1332,16,1,0,3,12.7,23,1,1,0,1,0,0,3.02,1
EST-1333,17,0,0,3,18.5,23,0,2,0,0,0,0,2.78,2
EST-1334,18,1,3,4,7.2,0,1,3,0,1,0,1,3.97,0
EST-1335,18,1,0,2,5.3,5,0,2,0,0,0,1,2.6,2
EST-1336,16,1,0,3,13.7,11,0,2,1,1,0,0,2.99,2
EST-1337,17,0,0,1,14.8,24,1,3,1,0,1,0,2.78,2
EST-1338,16,0,1,1,14.4,23,0,4,1,1,1,0,2.41,3
EST-1339,16,1,0,0,7.7,18,1,2,1,0,1,1,1.65,4
EST-1340,16,1,3,4,6.5,16,0,1,0,0,0,1,1.92,4
EST-1341,17,0,1,4,19.2,1,1,2,0,1,0,0,4.0,0
EST-1342,18,0,1,3,18.6,10,0,3,1,0,0,0,3.41,1
EST-1343,17,1,0,3,10.2,17,1,1,0,1,0,0,2.67,2
EST-1344,15,1,1,2,17.2,22,0,2,1,1,1,0,2.46,3
EST-1345,17,0,1,1,10.1,21,1,0,0,0,0,1,1.86,4
EST-1346,17,0,2,2,9.6,10,1,0,0,0,0,0,2.62,2
EST-1347,17,0,2,2,4.8,17,0,2,1,1,0,0,1.85,4
EST-1348,17,1,1,3,9.7,7,1,2,0,1,0,1,3.32,1
EST-1349,18,0,3,3,11.7,14,1,3,1,1,0,0,3.39,1
EST-1350,15,1,2,1,2.4,8,0,3,1,0,1,0,2.21,3
EST-1351,18,0,2,0,10.0,14,0,2,1,0,0,0,1.88,4
EST-1352,18,0,0,1,16.1,6,0,2,0,1,0,0,2.66,2
EST-1353,17,0,0,2,14.2,19,0,2,0,0,1,0,3.57,0
EST-1354,16,0,0,4,13.4,12,0,0,1,0,0,0,2.34,3
EST-1355,16,1,1,3,18.4,12,0,4,0,0,0,1,3.31,1
EST-1356,18,1,1,4,2.3,0,1,4,1,1,1,0,3.7,0
EST-1357,18,0,1,2,12.0,19,1,1,1,1,1,1,2.8,2
EST-1358,17,1,2,2,16.2,3,1,1,0,0,1,1,3.96,0
EST-1359,18,0,2,1,11.7,23,0,1,1,0,1,1,1.76,4
EST-1360,17,0,3,4,7.8,3,0,3,0,1,1,1,3.3,1
EST-1361,16,0,0,3,4.5,3,1,3,0,0,1,0,3.3,1
EST-1362,16,0,1,1,18.0,12,1,3,0,1,1,0,3.45,1
EST-1363,15,1,0,3,10.5,1,0,3,1,1,1,0,3.49,1
EST-1364,16,0,0,2,17.8,22,1,2,1,1,1,0,3.46,1
EST-1365,18,0,0,3,12.5,14,0,3,0,1,1,1,2.88,2
EST-1366,16,1,0,4,14.1,3,0,3,0,1,0,1,3.64,0
EST-1367,17,0,1,3,16.5,5,1,2,1,1,1,1,4.0,0
EST-1368,16,0,2,3,13.9,2,0,2,0,1,1,0,3.85,0
EST-1369,15,0,0,1,9.2,6,0,3,0,0,1,1,3.49,1
EST-1370,16,1,2,1,11.2,5,0,3,1,1,1,0,2.34,3
EST-1371,17,0,1,1,16.5,2,0,3,1,0,1,1,3.93,0
EST-1372,17,1,0,0,8.7,3,1,3,1,0,0,0,3.51,0
EST-1373,18,0,1,3,9.0,9,0,3,0,0,0,1,2.54,2
EST-1374,16,0,0,3,3.7,20,0,3,1,1,0,1,2.07,3
EST-1375,17,1,1,1,18.5,8,1,2,1,0,1,0,4.0,0
EST-1376,15,0,1,4,3.6,5,0,3,1,1,1,1,2.48,3
EST-1377,18,0,0,1,13.7,19,0,2,1,1,0,1,2.58,2
EST-1378,15,1,0,2,9.4,10,1,2,1,0,1,0,3.4,1
EST-1379,16,1,1,1,9.3,6,1,0,1,0,1,1,2.47,3
EST-1380,16,1,3,2,14.2,17,0,3,1,0,0,1,2.7,2
EST-1381,16,1,0,2,3.2,3,0,3,0,0,1,1,2.8,2
EST-1382,18,1,2,2,12.7,4,1,4,1,1,1,1,3.5,0
EST-1383,17,0,1,2,15.9,3,0,2,0,0,1,0,3.1,1
EST-1384,18,1,3,4,16.9,3,0,2,0,0,1,0,3.67,0
EST-1385,15,0,2,1,5.1,12,0,2,1,0,1,1,2.47,3
EST-1386,18,0,1,1,18.2,15,1,1,0,0,1,0,3.45,1
EST-1387,15,0,1,1,13.8,24,0,3,1,0,1,1,1.93,4
EST-1388,18,1,2,3,17.9,13,1,2,0,1,0,0,3.85,0
EST-1389,17,1,0,1,10.7,10,1,3,1,1,0,1,2.82,2
EST-1390,15,0,0,4,11.8,1,1,3,0,1,1,1,3.34,1
EST-1391,16,1,0,3,18.5,21,1,2,1,0,1,0,3.09,1
EST-1392,16,1,2,3,18.2,13,0,4,1,0,0,1,3.9,0
EST-1393,18,1,2,3,10.1,23,1,2,0,1,0,1,2.81,2
EST-1394,16,1,0,1,6.9,23,0,2,0,1,0,1,1.72,4
EST-1395,15,0,1,1,9.1,6,1,4,1,1,0,1,3.2,1
EST-1396,16,0,1,2,9.0,10,1,4,0,1,0,0,3.1,1
EST-1397,17,1,0,3,7.2,3,0,1,1,0,0,0,2.87,2
EST-1398,17,0,3,1,6.8,6,1,0,0,0,0,0,2.3,3
EST-1399,18,1,0,1,17.5,15,1,1,1,0,1,0,3.01,1
EST-1400,15,1,0,4,3.3,5,0,2,0,1,0,1,2.58,2
EST-1401,17,0,1,0,14.2,5,1,4,1,1,0,1,3.13,1
EST-1402,17,0,2,4,5.1,1,1,3,0,1,0,1,3.18,1
EST-1403,15,0,0,3,8.2,23,1,2,1,0,1,1,2.58,2
EST-1404,16,1,1,2,3.1,7,0,4,0,0,1,0,2.6,2
EST-1405,16,0,1,1,6.9,6,1,2,1,1,1,0,2.85,2
EST-1406,18,1,0,1,15.8,24,0,2,0,0,0,0,1.93,4
EST-1407,16,0,0,3,17.9,23,0,4,0,1,0,1,3.56,0
EST-1408,15,0,1,3,6.0,13,0,3,1,1,0,1,2.14,3
EST-1409,17,1,0,3,10.3,8,1,3,0,1,1,1,3.53,0
EST-1410,16,1,3,4,10.5,14,1,2,0,0,1,1,2.93,2
EST-1411,18,1,2,3,17.7,24,1,3,1,1,1,0,3.16,1
EST-1412,16,1,3,1,15.7,21,1,1,1,1,1,0,2.9,2
EST-1413,15,1,0,1,11.2,17,0,3,1,0,1,0,1.9,4
EST-1414,18,1,3,4,14.1,11,0,4,1,1,1,1,3.36,1
EST-1415,16,1,1,1,17.3,22,1,2,0,1,0,0,3.38,1
EST-1416,18,1,0,1,2.2,18,1,3,0,0,1,1,2.87,2
EST-1417,15,0,0,3,9.3,12,0,2,0,1,1,0,2.59,2
EST-1418,17,1,0,2,18.3,6,1,0,1,1,1,0,3.65,0
EST-1419,15,1,1,4,15.3,24,1,3,0,1,1,1,3.97,0
EST-1420,15,0,1,3,11.8,9,1,1,0,0,0,1,3.7,0
EST-1421,15,1,0,1,11.5,9,1,3,1,1,0,1,3.02,1
EST-1422,15,0,1,4,8.3,1,1,1,0,1,1,0,3.25,1
EST-1423,17,0,0,2,11.4,13,1,4,0,1,0,0,3.66,0
EST-1424,17,1,1,2,13.8,12,0,2,1,0,0,0,2.45,3
EST-1425,18,0,0,2,9.5,21,0,2,0,0,0,0,2.54,2
EST-1426,16,1,2,1,14.9,5,0,1,1,0,0,1,3.2,1
EST-1427,17,0,2,2,17.5,8,0,4,1,1,0,0,3.76,0
EST-1428,17,0,1,1,4.8,12,1,3,0,0,0,1,2.54,2
EST-1429,16,0,0,2,10.1,8,1,3,0,1,0,0,3.07,1
EST-1430,17,1,0,2,9.3,12,0,2,0,0,1,1,3.13,1
EST-1431,15,1,2,3,14.4,4,0,2,1,0,0,1,3.3,1
EST-1432,15,0,0,4,6.5,13,0,1,1,0,1,0,2.21,3
EST-1433,16,0,0,1,13.5,4,0,3,0,0,0,0,3.22,1
EST-1434,18,1,0,2,17.8,8,0,2,0,1,0,1,3.41,1
EST-1435,18,1,1,2,9.5,7,1,4,1,0,0,0,3.03,1
EST-1436,16,0,1,1,18.4,6,1,3,0,1,1,1,3.67,0
EST-1437,16,0,2,3,19.9,7,0,2,0,1,0,0,3.39,1
EST-1438,15,1,0,3,3.9,21,0,1,1,1,1,0,2.03,3
EST-1439,18,1,0,1,6.2,2,1,3,0,0,0,0,2.89,2
EST-1440,17,1,2,2,19.1,22,1,1,0,0,0,0,2.3,3
EST-1441,15,1,2,1,19.2,23,1,1,0,1,1,0,2.08,3
EST-1442,16,1,0,3,3.8,14,0,2,0,0,0,1,1.57,4
EST-1443,18,0,1,1,2.3,7,1,3,1,1,0,0,3.27,1
EST-1444,17,1,0,4,4.9,0,0,3,1,0,0,1,3.16,1
EST-1445,17,0,3,3,19.9,6,0,2,1,0,1,1,3.88,0
EST-1446,15,1,0,2,5.2,18,1,1,1,1,0,1,2.45,3
EST-1447,18,0,3,3,11.0,1,1,2,0,0,0,0,3.73,0
EST-1448,18,1,1,4,17.3,13,1,3,0,1,0,1,3.74,0
EST-1449,16,1,1,3,2.4,17,0,2,0,1,1,1,2.33,3
EST-1450,18,0,0,1,12.9,14,1,2,0,0,0,1,3.05,1
EST-1451,18,0,1,2,7.0,13,1,4,1,0,1,1,3.53,0
EST-1452,15,1,1,4,17.5,23,0,4,0,0,0,1,3.25,1
EST-1453,18,1,0,3,7.1,24,1,4,0,1,0,1,2.28,3
EST-1454,17,1,1,3,14.4,18,1,3,1,0,1,0,3.02,1
EST-1455,15,1,3,4,14.1,18,0,1,1,0,1,1,2.37,3
EST-1456,15,1,1,4,6.0,21,0,2,1,0,1,1,2.55,2
EST-1457,16,0,2,4,2.6,16,0,2,0,0,1,0,1.91,4
EST-1458,18,0,0,1,9.4,21,0,2,1,1,1,1,1.68,4
EST-1459,16,1,1,3,7.2,18,0,4,0,0,0,0,2.56,2
EST-1460,17,0,0,3,16.6,15,1,3,0,1,0,0,3.48,1
EST-1461,15,0,1,3,16.4,19,1,3,1,0,1,1,3.43,1
